TRACTCE10,BLOCKCE10,GEOID10,CTBLOCK,PLACE,CITY,TotalPop,Hispanic,White,Black,AmerIndian,Asian,Hawaii_Pac,Other,TwoPlus,TotUnits,OccUnits,VacUnits,ORIG_FID,POINT_X,POINT_Y
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1980773,32.7845858
